well,sample,target,task,reporter,quencher,cycle,cycle_mean,cycle_sd,quantity,quantity_mean,quantity_sd,auto_threshold,threshold,auto_baseline,baseline_start,baseline_end,comments,high_sd,no_amp,outlier_rg,exp_fail,qPCR_notes,q_group
B9,44PP5,PAV,UNKNOWN,FAM,NFQ-MGB,35.50975418,35.51055527,0.319350034,3649.79126,3706.285889,806.2563477,TRUE,0.016132927,TRUE,3,33,NA,N,N,N,N,NA,13
B10,38PNP4,PAV,UNKNOWN,FAM,NFQ-MGB,39.07666779,39.13069153,0.252840489,316.4516296,307.9535828,51.76380539,TRUE,0.016132927,TRUE,3,38,NA,N,N,N,N,NA,13
B11,38PNP4,PAV,UNKNOWN,FAM,NFQ-MGB,39.40617752,39.13069153,0.252840489,252.4665833,307.9535828,51.76380539,TRUE,0.016132927,TRUE,3,38,NA,N,N,N,N,NA,13
B12,38PNP4,PAV,UNKNOWN,FAM,NFQ-MGB,38.90922928,39.13069153,0.252840489,354.9425049,307.9535828,51.76380539,TRUE,0.016132927,TRUE,3,37,NA,N,N,N,N,NA,13
C1,PAV1E6,PAV,STANDARD,FAM,NFQ-MGB,27.52518463,27.40720558,0.107063599,1000000,NA,NA,TRUE,0.016132927,TRUE,3,25,NA,N,N,N,N,NA,13
C2,PAV1E6,PAV,STANDARD,FAM,NFQ-MGB,27.38021088,27.40720558,0.107063599,1000000,NA,NA,TRUE,0.016132927,TRUE,3,25,NA,N,N,N,N,NA,13
C3,PAV1E6,PAV,STANDARD,FAM,NFQ-MGB,27.31622505,27.40720558,0.107063599,1000000,NA,NA,TRUE,0.016132927,TRUE,3,25,NA,N,N,N,N,NA,13
C4,14PL2,PAV,UNKNOWN,FAM,NFQ-MGB,38.38733673,37.69470215,0.651013851,507.6199341,869.4833984,361.5900574,TRUE,0.016132927,TRUE,3,37,NA,Y,N,N,N,NA,13
C5,14PL2,PAV,UNKNOWN,FAM,NFQ-MGB,37.09537888,37.69470215,0.651013851,1230.799438,869.4833984,361.5900574,TRUE,0.016132927,TRUE,3,35,NA,Y,N,N,N,NA,13
C6,14PL2,PAV,UNKNOWN,FAM,NFQ-MGB,37.60139084,37.69470215,0.651013851,870.0309448,869.4833984,361.5900574,TRUE,0.016132927,TRUE,3,36,NA,Y,N,N,N,NA,13
C7,28PNP3,PAV,UNKNOWN,FAM,NFQ-MGB,43.52432632,44.22773743,1.235075712,15.00121689,11.22874928,6.707624435,TRUE,0.016132927,TRUE,3,42,NA,Y,N,N,N,NA,13
C8,28PNP3,PAV,UNKNOWN,FAM,NFQ-MGB,45.65383911,44.22773743,1.235075712,3.484307766,11.22874928,6.707624435,TRUE,0.016132927,TRUE,3,44,NA,Y,N,Y,N,NA,13
C9,28PNP3,PAV,UNKNOWN,FAM,NFQ-MGB,43.50505447,44.22773743,1.235075712,15.20072174,11.22874928,6.707624435,TRUE,0.016132927,TRUE,3,42,NA,Y,N,N,N,NA,13
C10,45PNP5,PAV,UNKNOWN,FAM,NFQ-MGB,35.52272415,35.83734131,0.273355454,3617.483154,2951.086914,578.4667969,TRUE,0.016132927,TRUE,3,34,NA,N,N,N,N,NA,13
C11,45PNP5,PAV,UNKNOWN,FAM,NFQ-MGB,36.01666641,35.83734131,0.273355454,2578.382813,2951.086914,578.4667969,TRUE,0.016132927,TRUE,3,34,NA,N,N,N,N,NA,13
C12,45PNP5,PAV,UNKNOWN,FAM,NFQ-MGB,35.97263718,35.83734131,0.273355454,2657.394287,2951.086914,578.4667969,TRUE,0.016132927,TRUE,3,34,NA,N,N,N,N,NA,13
D1,PAV1E5,PAV,STANDARD,FAM,NFQ-MGB,31.06963348,30.92314911,0.128830627,100000,NA,NA,TRUE,0.016132927,TRUE,3,29,NA,N,N,N,N,NA,13
D2,PAV1E5,PAV,STANDARD,FAM,NFQ-MGB,30.82745743,30.92314911,0.128830627,100000,NA,NA,TRUE,0.016132927,TRUE,3,29,NA,N,N,N,N,NA,13
D3,PAV1E5,PAV,STANDARD,FAM,NFQ-MGB,30.87235451,30.92314911,0.128830627,100000,NA,NA,TRUE,0.016132927,TRUE,3,29,NA,N,N,N,N,NA,13
D4,21PP3,PAV,UNKNOWN,FAM,NFQ-MGB,39.98070145,39.71929932,0.288186997,170.2760468,206.3956451,41.52148056,TRUE,0.016132927,TRUE,3,38,NA,N,N,N,N,NA,13
D5,21PP3,PAV,UNKNOWN,FAM,NFQ-MGB,39.76693344,39.71929932,0.288186997,197.1504211,206.3956451,41.52148056,TRUE,0.016132927,TRUE,3,38,NA,N,N,N,N,NA,13
D6,21PP3,PAV,UNKNOWN,FAM,NFQ-MGB,39.41026306,39.71929932,0.288186997,251.7604675,206.3956451,41.52148056,TRUE,0.016132927,TRUE,3,38,NA,N,N,N,N,NA,13
D7,38PN4,PAV,UNKNOWN,FAM,NFQ-MGB,36.4476738,36.79440308,0.316419035,1918.781616,1537.238159,342.9828186,TRUE,0.016132927,TRUE,3,34,NA,N,N,N,N,NA,13
D8,38PN4,PAV,UNKNOWN,FAM,NFQ-MGB,36.8679924,36.79440308,0.316419035,1438.421021,1537.238159,342.9828186,TRUE,0.016132927,TRUE,3,35,NA,N,N,N,N,NA,13
D9,38PN4,PAV,UNKNOWN,FAM,NFQ-MGB,37.06754303,36.79440308,0.316419035,1254.511841,1537.238159,342.9828186,TRUE,0.016132927,TRUE,3,35,NA,N,N,N,N,NA,13
D10,14PP2,PAV,UNKNOWN,FAM,NFQ-MGB,38.60282135,37.89033127,0.98069638,437.9085388,838.2136841,606.8446045,TRUE,0.016132927,TRUE,3,37,NA,Y,N,N,N,NA,13
D11,14PP2,PAV,UNKNOWN,FAM,NFQ-MGB,38.29634476,37.89033127,0.98069638,540.2929077,838.2136841,606.8446045,TRUE,0.016132927,TRUE,3,36,NA,Y,N,N,N,NA,13
D12,14PP2,PAV,UNKNOWN,FAM,NFQ-MGB,36.77183151,37.89033127,0.98069638,1536.439819,838.2136841,606.8446045,TRUE,0.016132927,TRUE,3,35,NA,Y,N,N,N,NA,13
E1,PAV1E4,PAV,STANDARD,FAM,NFQ-MGB,34.2124939,34.11139297,0.275519878,10000,NA,NA,TRUE,0.016132927,TRUE,3,32,NA,N,N,N,N,NA,13
E2,PAV1E4,PAV,STANDARD,FAM,NFQ-MGB,34.32208252,34.11139297,0.275519878,10000,NA,NA,TRUE,0.016132927,TRUE,3,33,NA,N,N,N,N,NA,13
E3,PAV1E4,PAV,STANDARD,FAM,NFQ-MGB,33.79960632,34.11139297,0.275519878,10000,NA,NA,TRUE,0.016132927,TRUE,3,32,NA,N,N,N,N,NA,13
E4,35PN4,PAV,UNKNOWN,FAM,NFQ-MGB,35.64653778,35.40638351,0.231819674,3323.10498,3950.662842,620.2369385,TRUE,0.016132927,TRUE,3,34,NA,N,N,N,N,NA,13
E5,35PN4,PAV,UNKNOWN,FAM,NFQ-MGB,35.38871002,35.40638351,0.231819674,3965.572998,3950.662842,620.2369385,TRUE,0.016132927,TRUE,3,34,NA,N,N,N,N,NA,13
E6,35PN4,PAV,UNKNOWN,FAM,NFQ-MGB,35.18391037,35.40638351,0.231819674,4563.310059,3950.662842,620.2369385,TRUE,0.016132927,TRUE,3,33,NA,N,N,N,N,NA,13
E7,42PN5,PAV,UNKNOWN,FAM,NFQ-MGB,39.87768555,39.63852692,0.338218689,182.7359467,218.1915588,50.141819,TRUE,0.016132927,TRUE,3,38,NA,N,N,N,N,NA,13
E8,42PN5,PAV,UNKNOWN,FAM,NFQ-MGB,NA,39.63852692,0.338218689,NA,NA,NA,TRUE,0.016132927,TRUE,3,49,NA,N,N,N,Y,NA,13
E9,42PN5,PAV,UNKNOWN,FAM,NFQ-MGB,39.3993721,39.63852692,0.338218689,253.6471863,218.1915588,50.141819,TRUE,0.016132927,TRUE,3,37,NA,N,N,N,N,NA,13
E10,25PNP3,PAV,UNKNOWN,FAM,NFQ-MGB,36.02710724,35.99560165,0.229456827,2559.993652,2637.733398,420.1095581,TRUE,0.016132927,TRUE,3,34,NA,N,N,N,N,NA,13
E11,25PNP3,PAV,UNKNOWN,FAM,NFQ-MGB,36.20767975,35.99560165,0.229456827,2261.92334,2637.733398,420.1095581,TRUE,0.016132927,TRUE,3,34,NA,N,N,N,N,NA,13
E12,25PNP3,PAV,UNKNOWN,FAM,NFQ-MGB,35.75202179,35.99560165,0.229456827,3091.283203,2637.733398,420.1095581,TRUE,0.016132927,TRUE,3,34,NA,N,N,N,N,NA,13
F1,PAV1E3,PAV,STANDARD,FAM,NFQ-MGB,37.61148834,37.20174789,0.369965315,1000,NA,NA,TRUE,0.016132927,TRUE,3,36,NA,N,N,N,N,NA,13
F2,PAV1E3,PAV,STANDARD,FAM,NFQ-MGB,37.1015625,37.20174789,0.369965315,1000,NA,NA,TRUE,0.016132927,TRUE,3,35,NA,N,N,N,N,NA,13
F3,PAV1E3,PAV,STANDARD,FAM,NFQ-MGB,36.89219284,37.20174789,0.369965315,1000,NA,NA,TRUE,0.016132927,TRUE,3,35,NA,N,N,N,N,NA,13
F4,11PL1,PAV,UNKNOWN,FAM,NFQ-MGB,38.72432709,39.13115311,0.632822692,402.9100342,322.6870422,119.8356705,TRUE,0.016132927,TRUE,3,37,NA,Y,N,N,N,NA,13
F5,11PL1,PAV,UNKNOWN,FAM,NFQ-MGB,38.8088913,39.13115311,0.632822692,380.2166748,322.6870422,119.8356705,TRUE,0.016132927,TRUE,3,37,NA,Y,N,N,N,NA,13
F6,11PL1,PAV,UNKNOWN,FAM,NFQ-MGB,39.86024094,39.13115311,0.632822692,184.9344025,322.6870422,119.8356705,TRUE,0.016132927,TRUE,3,38,NA,Y,N,N,N,NA,13
F7,13PN2,PAV,UNKNOWN,FAM,NFQ-MGB,38.72232819,39.19462967,0.725530386,403.4625244,314.1462097,130.3126526,TRUE,0.016132927,TRUE,3,37,NA,Y,N,N,N,NA,13
F8,13PN2,PAV,UNKNOWN,FAM,NFQ-MGB,40.030021669999996,39.19462967,0.725530386,164.615097,314.1462097,130.3126526,TRUE,0.016132927,TRUE,3,38,NA,Y,N,N,N,NA,13
F9,13PN2,PAV,UNKNOWN,FAM,NFQ-MGB,38.83153152,39.19462967,0.725530386,374.3609924,314.1462097,130.3126526,TRUE,0.016132927,TRUE,3,37,NA,Y,N,N,N,NA,13
F10,11PNP2,PAV,UNKNOWN,FAM,NFQ-MGB,39.966072080000004,39.94274521,0.254968941,171.9923248,176.5630035,31.10411835,TRUE,0.016132927,TRUE,3,38,NA,N,N,N,N,NA,13
F11,11PNP2,PAV,UNKNOWN,FAM,NFQ-MGB,39.67691803,39.94274521,0.254968941,209.699585,176.5630035,31.10411835,TRUE,0.016132927,TRUE,3,38,NA,N,N,N,N,NA,13
F12,11PNP2,PAV,UNKNOWN,FAM,NFQ-MGB,40.18525314,39.94274521,0.254968941,147.9971466,176.5630035,31.10411835,TRUE,0.016132927,TRUE,3,38,NA,N,N,N,N,NA,13
G1,48PP5,PAV,UNKNOWN,FAM,NFQ-MGB,38.07593918,37.47778702,0.518747866,628.4194336,984.5842285,309.2278748,TRUE,0.016132927,TRUE,3,36,NA,Y,N,N,N,NA,13
G2,48PP5,PAV,UNKNOWN,FAM,NFQ-MGB,37.20625305,37.47778702,0.518747866,1140.71521,984.5842285,309.2278748,TRUE,0.016132927,TRUE,3,36,NA,Y,N,N,N,NA,13
G3,48PP5,PAV,UNKNOWN,FAM,NFQ-MGB,37.15116501,37.47778702,0.518747866,1184.618042,984.5842285,309.2278748,TRUE,0.016132927,TRUE,3,36,NA,Y,N,N,N,NA,13
G4,11PP2,PAV,UNKNOWN,FAM,NFQ-MGB,40.17034531,39.76092911,1.13261199,149.5174103,244.8928986,201.3414917,TRUE,0.016132927,TRUE,3,38,NA,Y,N,N,N,NA,13
G5,11PP2,PAV,UNKNOWN,FAM,NFQ-MGB,38.48054123,39.76092911,1.13261199,476.1999207,244.8928986,201.3414917,TRUE,0.016132927,TRUE,3,37,NA,Y,N,N,N,NA,13
G6,11PP2,PAV,UNKNOWN,FAM,NFQ-MGB,40.63190842,39.76092911,1.13261199,108.9614105,244.8928986,201.3414917,TRUE,0.016132927,TRUE,3,39,NA,Y,N,N,N,NA,13
G7,13PP2,PAV,UNKNOWN,FAM,NFQ-MGB,34.47949219,34.96268082,0.428440392,7396.106445,5471.35791,1690.88147,TRUE,0.016132927,TRUE,3,33,NA,N,N,N,N,NA,13
G8,13PP2,PAV,UNKNOWN,FAM,NFQ-MGB,35.29623795,34.96268082,0.428440392,4225.102051,5471.35791,1690.88147,TRUE,0.016132927,TRUE,3,34,NA,N,N,N,N,NA,13
G9,13PP2,PAV,UNKNOWN,FAM,NFQ-MGB,35.11231613,34.96268082,0.428440392,4792.867188,5471.35791,1690.88147,TRUE,0.016132927,TRUE,3,33,NA,N,N,N,N,NA,13
G10,46PN5,PAV,UNKNOWN,FAM,NFQ-MGB,35.91018295,35.76330566,0.212100893,2773.640869,3089.68335,465.2207336,TRUE,0.016132927,TRUE,3,34,NA,N,N,N,N,NA,13
G11,46PN5,PAV,UNKNOWN,FAM,NFQ-MGB,35.5201416,35.76330566,0.212100893,3623.893555,3089.68335,465.2207336,TRUE,0.016132927,TRUE,3,33,NA,N,N,N,N,NA,13
G12,46PN5,PAV,UNKNOWN,FAM,NFQ-MGB,35.85959625,35.76330566,0.212100893,2871.515381,3089.68335,465.2207336,TRUE,0.016132927,TRUE,3,34,NA,N,N,N,N,NA,13
H1,11PN1,PAV,UNKNOWN,FAM,NFQ-MGB,47.01311493,43.36979294,5.152435303,1.372225881,102.0339355,142.3571625,TRUE,0.016132927,TRUE,3,45,NA,Y,N,N,N,NA,13
H2,11PN1,PAV,UNKNOWN,FAM,NFQ-MGB,NA,43.36979294,5.152435303,NA,NA,NA,TRUE,0.016132927,TRUE,3,49,NA,N,N,N,Y,NA,13
H3,11PN1,PAV,UNKNOWN,FAM,NFQ-MGB,39.72647095,43.36979294,5.152435303,202.6956482,102.0339355,142.3571625,TRUE,0.016132927,TRUE,3,38,NA,Y,N,N,N,NA,13
H4,24PL3,PAV,UNKNOWN,FAM,NFQ-MGB,36.11643219,35.97555923,0.183996379,2407.934082,2666.444092,345.5298157,TRUE,0.016132927,TRUE,3,34,NA,N,N,N,N,NA,13
H5,24PL3,PAV,UNKNOWN,FAM,NFQ-MGB,35.76738739,35.97555923,0.183996379,3058.891602,2666.444092,345.5298157,TRUE,0.016132927,TRUE,3,34,NA,N,N,N,N,NA,13
H6,24PL3,PAV,UNKNOWN,FAM,NFQ-MGB,36.04285431,35.97555923,0.183996379,2532.506592,2666.444092,345.5298157,TRUE,0.016132927,TRUE,3,34,NA,N,N,N,N,NA,13
H7,28PN3,PAV,UNKNOWN,FAM,NFQ-MGB,38.72584915,39.54784775,1.148102641,402.4898376,272.0711975,160.2269592,TRUE,0.016132927,TRUE,3,37,NA,Y,N,N,N,NA,13
H8,28PN3,PAV,UNKNOWN,FAM,NFQ-MGB,39.05807877,39.54784775,1.148102641,320.5101013,272.0711975,160.2269592,TRUE,0.016132927,TRUE,3,38,NA,Y,N,N,N,NA,13
H9,28PN3,PAV,UNKNOWN,FAM,NFQ-MGB,40.85961151,39.54784775,1.148102641,93.21369171,272.0711975,160.2269592,TRUE,0.016132927,TRUE,3,39,NA,Y,N,N,N,NA,13
H10,12PP2,PAV,UNKNOWN,FAM,NFQ-MGB,39.91287994,38.93480301,1.391860604,178.3798218,482.3145447,483.4826355,TRUE,0.016132927,TRUE,3,38,NA,Y,N,N,N,NA,13
H11,12PP2,PAV,UNKNOWN,FAM,NFQ-MGB,39.55021286,38.93480301,1.391860604,228.7288361,482.3145447,483.4826355,TRUE,0.016132927,TRUE,3,38,NA,Y,N,N,N,NA,13
H12,12PP2,PAV,UNKNOWN,FAM,NFQ-MGB,37.34132004,38.93480301,1.391860604,1039.834839,482.3145447,483.4826355,TRUE,0.016132927,TRUE,3,35,NA,Y,N,N,N,NA,13
A1,NTC PAV,PAV,NTC,FAM,NFQ-MGB,NA,NA,NA,NA,NA,NA,TRUE,0.035418947,TRUE,3,49,NA,N,N,N,N,only two NTC's,14
A2,NTC PAV,PAV,NTC,FAM,NFQ-MGB,NA,NA,NA,NA,NA,NA,TRUE,0.035418947,TRUE,3,49,NA,N,N,N,N,only two NTC's,14
A4,33PNP,PAV,UNKNOWN,FAM,NFQ-MGB,46.0055809,47.10821152,2.415700912,7.018685341,5.950695038,5.00996685,TRUE,0.035418947,TRUE,3,43,NA,Y,N,N,N,NA,14
A5,33PNP,PAV,UNKNOWN,FAM,NFQ-MGB,49.87848282,47.10821152,2.415700912,0.492848873,5.950695038,5.00996685,TRUE,0.035418947,TRUE,3,45,NA,Y,N,N,N,NA,14
A6,33PNP,PAV,UNKNOWN,FAM,NFQ-MGB,45.44057083,47.10821152,2.415700912,10.34055233,5.950695038,5.00996685,TRUE,0.035418947,TRUE,3,43,NA,Y,N,N,N,NA,14
A7,24PNP3,PAV,UNKNOWN,FAM,NFQ-MGB,36.98688126,37.50665665,0.489410937,3407.7771,2478.429199,846.958313,TRUE,0.035418947,TRUE,3,34,NA,N,N,N,N,NA,14
A8,24PNP3,PAV,UNKNOWN,FAM,NFQ-MGB,37.95863342,37.50665665,0.489410937,1749.98877,2478.429199,846.958313,TRUE,0.035418947,TRUE,3,35,NA,N,N,N,N,NA,14
A9,24PNP3,PAV,UNKNOWN,FAM,NFQ-MGB,37.57445526,37.50665665,0.489410937,2277.521729,2478.429199,846.958313,TRUE,0.035418947,TRUE,3,35,NA,N,N,N,N,NA,14
A10,46PL5,PAV,UNKNOWN,FAM,NFQ-MGB,38.12745285,38.03738022,0.405799806,1558.66394,1702.336426,488.9530945,TRUE,0.035418947,TRUE,3,36,NA,N,N,N,N,NA,14
A11,46PL5,PAV,UNKNOWN,FAM,NFQ-MGB,38.39057159,38.03738022,0.405799806,1301.315674,1702.336426,488.9530945,TRUE,0.035418947,TRUE,3,35,NA,N,N,N,N,NA,14
A12,46PL5,PAV,UNKNOWN,FAM,NFQ-MGB,37.59410858,38.03738022,0.405799806,2247.029785,1702.336426,488.9530945,TRUE,0.035418947,TRUE,3,35,NA,N,N,N,N,NA,14
B1,PAV1E7,PAV,STANDARD,FAM,NFQ-MGB,24.9900341,25.17636299,0.178682104,10000000,NA,NA,TRUE,0.035418947,TRUE,3,22,NA,N,N,N,N,NA,14
B2,PAV1E7,PAV,STANDARD,FAM,NFQ-MGB,25.19278908,25.17636299,0.178682104,10000000,NA,NA,TRUE,0.035418947,TRUE,3,22,NA,N,N,N,N,NA,14
B3,PAV1E7,PAV,STANDARD,FAM,NFQ-MGB,25.34626389,25.17636299,0.178682104,10000000,NA,NA,TRUE,0.035418947,TRUE,3,22,NA,N,N,N,N,NA,14
B4,44PN,PAV,UNKNOWN,FAM,NFQ-MGB,41.54159546,42.44678879,0.905955315,149.9172821,91.28417969,54.11122131,TRUE,0.035418947,TRUE,3,39,NA,Y,N,N,N,NA,14
B5,44PN,PAV,UNKNOWN,FAM,NFQ-MGB,42.44527054,42.44678879,0.905955315,80.66637421,91.28417969,54.11122131,TRUE,0.035418947,TRUE,3,39,NA,Y,N,N,N,NA,14
B6,44PN,PAV,UNKNOWN,FAM,NFQ-MGB,43.35350418,42.44678879,0.905955315,43.26887131,91.28417969,54.11122131,TRUE,0.035418947,TRUE,3,40,NA,Y,N,N,N,NA,14
B7,25PP3,PAV,UNKNOWN,FAM,NFQ-MGB,38.76848221,38.27157211,0.438401371,1004.204529,1452.763062,400.1889954,TRUE,0.035418947,TRUE,3,36,NA,N,N,N,N,NA,14
B8,25PP3,PAV,UNKNOWN,FAM,NFQ-MGB,37.93941498,38.27157211,0.438401371,1773.207153,1452.763062,400.1889954,TRUE,0.035418947,TRUE,3,35,NA,N,N,N,N,NA,14
B9,25PP3,PAV,UNKNOWN,FAM,NFQ-MGB,38.10681915,38.27157211,0.438401371,1580.877441,1452.763062,400.1889954,TRUE,0.035418947,TRUE,3,36,NA,N,N,N,N,NA,14
B10,22PNP3,PAV,UNKNOWN,FAM,NFQ-MGB,40.96110153,40.62906265,0.370881885,223.2294769,286.5317688,74.65787506,TRUE,0.035418947,TRUE,3,38,NA,N,N,N,N,NA,14
B11,22PNP3,PAV,UNKNOWN,FAM,NFQ-MGB,40.6972847,40.62906265,0.370881885,267.5033875,286.5317688,74.65787506,TRUE,0.035418947,TRUE,3,38,NA,N,N,N,N,NA,14
B12,22PNP3,PAV,UNKNOWN,FAM,NFQ-MGB,40.22880936,40.62906265,0.370881885,368.8624268,286.5317688,74.65787506,TRUE,0.035418947,TRUE,3,37,NA,N,N,N,N,NA,14
C1,PAV1E6,PAV,STANDARD,FAM,NFQ-MGB,28.70169258,28.75163841,0.113777913,1000000,NA,NA,TRUE,0.035418947,TRUE,3,26,NA,N,N,N,N,NA,14
C2,PAV1E6,PAV,STANDARD,FAM,NFQ-MGB,28.88184738,28.75163841,0.113777913,1000000,NA,NA,TRUE,0.035418947,TRUE,3,26,NA,N,N,N,N,NA,14
C3,PAV1E6,PAV,STANDARD,FAM,NFQ-MGB,28.67137718,28.75163841,0.113777913,1000000,NA,NA,TRUE,0.035418947,TRUE,3,25,NA,N,N,N,N,NA,14
C4,11PP1,PAV,UNKNOWN,FAM,NFQ-MGB,NA,NA,NA,NA,NA,NA,TRUE,0.035418947,TRUE,3,49,NA,N,N,N,Y,NA,14
C5,11PP1,PAV,UNKNOWN,FAM,NFQ-MGB,NA,NA,NA,NA,NA,NA,TRUE,0.035418947,TRUE,3,49,NA,N,N,N,Y,NA,14
C6,11PP1,PAV,UNKNOWN,FAM,NFQ-MGB,NA,NA,NA,NA,NA,NA,TRUE,0.035418947,TRUE,3,49,NA,N,Y,N,Y,NA,14
C7,41PL5,PAV,UNKNOWN,FAM,NFQ-MGB,39.59782791,39.44093323,0.251630902,568.5935669,639.6976929,115.2306061,TRUE,0.035418947,TRUE,3,37,NA,N,N,N,N,NA,14
C8,41PL5,PAV,UNKNOWN,FAM,NFQ-MGB,39.15069199,39.44093323,0.251630902,772.6470947,639.6976929,115.2306061,TRUE,0.035418947,TRUE,3,36,NA,N,N,N,N,NA,14
C9,41PL5,PAV,UNKNOWN,FAM,NFQ-MGB,39.57427597,39.44093323,0.251630902,577.852356,639.6976929,115.2306061,TRUE,0.035418947,TRUE,3,37,NA,N,N,N,N,NA,14
C10,18PNP1,PAV,UNKNOWN,FAM,NFQ-MGB,NA,NA,NA,NA,NA,NA,TRUE,0.035418947,TRUE,3,49,NA,N,N,N,Y,NA,14
C11,18PNP1,PAV,UNKNOWN,FAM,NFQ-MGB,NA,NA,NA,NA,NA,NA,TRUE,0.035418947,TRUE,3,49,NA,N,Y,N,Y,NA,14
C12,18PNP1,PAV,UNKNOWN,FAM,NFQ-MGB,NA,NA,NA,NA,NA,NA,TRUE,0.035418947,TRUE,3,49,NA,N,Y,N,Y,NA,14
D1,PAV1E5,PAV,STANDARD,FAM,NFQ-MGB,32.14081192,32.22714233,0.12968038,100000,NA,NA,TRUE,0.035418947,TRUE,3,29,NA,N,N,N,N,NA,14
D2,PAV1E5,PAV,STANDARD,FAM,NFQ-MGB,32.1643486,32.22714233,0.12968038,100000,NA,NA,TRUE,0.035418947,TRUE,3,29,NA,N,N,N,N,NA,14
D3,PAV1E5,PAV,STANDARD,FAM,NFQ-MGB,32.37626648,32.22714233,0.12968038,100000,NA,NA,TRUE,0.035418947,TRUE,3,29,NA,N,N,N,N,NA,14
D4,47PNP5,PAV,UNKNOWN,FAM,NFQ-MGB,38.16896057,38.26127625,0.513027251,1514.919067,1479.449585,489.4685364,TRUE,0.035418947,TRUE,3,35,NA,Y,N,N,N,NA,14
D5,47PNP5,PAV,UNKNOWN,FAM,NFQ-MGB,37.80067444,38.26127625,0.513027251,1950.218506,1479.449585,489.4685364,TRUE,0.035418947,TRUE,3,35,NA,Y,N,N,N,NA,14
D6,47PNP5,PAV,UNKNOWN,FAM,NFQ-MGB,38.81419373,38.26127625,0.513027251,973.2110596,1479.449585,489.4685364,TRUE,0.035418947,TRUE,3,36,NA,Y,N,N,N,NA,14
D7,14PP1,PAV,UNKNOWN,FAM,NFQ-MGB,38.99991989,39.61907578,1.163147926,856.8179932,666.6360474,385.2554321,TRUE,0.035418947,TRUE,3,36,NA,Y,N,N,N,NA,14
D8,14PP1,PAV,UNKNOWN,FAM,NFQ-MGB,40.96083069,39.61907578,1.163147926,223.2709503,666.6360474,385.2554321,TRUE,0.035418947,TRUE,3,38,NA,Y,N,N,N,NA,14
D9,14PP1,PAV,UNKNOWN,FAM,NFQ-MGB,38.8964653,39.61907578,1.163147926,919.8192139,666.6360474,385.2554321,TRUE,0.035418947,TRUE,3,36,NA,Y,N,N,N,NA,14
D10,31PNP4,PAV,UNKNOWN,FAM,NFQ-MGB,NA,39.35192871,NA,NA,NA,NA,TRUE,0.035418947,TRUE,3,49,NA,N,Y,N,Y,NA,14
D11,31PNP4,PAV,UNKNOWN,FAM,NFQ-MGB,39.35192871,39.35192871,NA,673.0431519,673.0431519,NA,TRUE,0.035418947,TRUE,3,37,NA,N,N,N,N,NA,14
D12,31PNP4,PAV,UNKNOWN,FAM,NFQ-MGB,NA,39.35192871,NA,NA,NA,NA,TRUE,0.035418947,TRUE,3,49,NA,N,N,N,Y,NA,14
E1,PAV1E4,PAV,STANDARD,FAM,NFQ-MGB,35.54973602,35.60757065,0.191730216,10000,NA,NA,TRUE,0.035418947,TRUE,3,33,NA,N,N,N,N,NA,14
E2,PAV1E4,PAV,STANDARD,FAM,NFQ-MGB,35.45141983,35.60757065,0.191730216,10000,NA,NA,TRUE,0.035418947,TRUE,3,33,NA,N,N,N,N,NA,14
E3,PAV1E4,PAV,STANDARD,FAM,NFQ-MGB,35.82156372,35.60757065,0.191730216,10000,NA,NA,TRUE,0.035418947,TRUE,3,33,NA,N,N,N,N,NA,14
E4,43PP5,PAV,UNKNOWN,FAM,NFQ-MGB,NA,41.52856445,1.255730629,NA,NA,NA,TRUE,0.035418947,TRUE,3,49,NA,N,N,N,Y,NA,14
E5,43PP5,PAV,UNKNOWN,FAM,NFQ-MGB,40.64062881,41.52856445,1.255730629,278.1020508,180.1879425,138.4714508,TRUE,0.035418947,TRUE,3,38,NA,Y,N,N,N,NA,14
E6,43PP5,PAV,UNKNOWN,FAM,NFQ-MGB,42.41650009,41.52856445,1.255730629,82.27384186,180.1879425,138.4714508,TRUE,0.035418947,TRUE,3,40,NA,Y,N,N,N,NA,14
E7,16PL2,PAV,UNKNOWN,FAM,NFQ-MGB,NA,43.77406693,3.236593008,NA,NA,NA,TRUE,0.035418947,TRUE,3,49,NA,N,Y,N,Y,NA,14
E8,16PL2,PAV,UNKNOWN,FAM,NFQ-MGB,NA,43.77406693,3.236593008,NA,NA,NA,TRUE,0.035418947,TRUE,3,49,NA,N,Y,N,Y,NA,14
E9,16PL2,PAV,UNKNOWN,FAM,NFQ-MGB,NA,43.77406693,3.236593008,NA,NA,NA,TRUE,0.035418947,TRUE,3,49,NA,N,Y,N,Y,NA,14
E10,32PP4,PAV,UNKNOWN,FAM,NFQ-MGB,40.61876297,40.73914719,1.101504326,282.3039246,309.6623535,207.1239624,TRUE,0.035418947,TRUE,3,38,NA,Y,N,N,N,NA,14
E11,32PP4,PAV,UNKNOWN,FAM,NFQ-MGB,41.89589691,40.73914719,1.101504326,117.5772247,309.6623535,207.1239624,TRUE,0.035418947,TRUE,3,39,NA,Y,N,N,N,NA,14
E12,32PP4,PAV,UNKNOWN,FAM,NFQ-MGB,39.70277786,40.73914719,1.101504326,529.105957,309.6623535,207.1239624,TRUE,0.035418947,TRUE,3,37,NA,Y,N,N,N,NA,14
